B06007_002E,B06007_003E,B06007_004E,B06007_005E,B06007_006E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,B06009_002E,B06009_003E,B06009_004E,B06009_005E,B06009_006E,B06008_007E,state,county,tract
2261,640,471,169,868,379,3060,420,196,344,260,352,436,217,835,192,458,796,1019,749,499,12,011,090200
1785,472,276,196,181,157,2093,553,422,388,224,263,88,38,117,274,693,678,259,122,620,12,011,090301
3778,2190,894,1296,659,717,5264,1285,642,1175,925,342,380,119,396,843,1976,1639,802,231,884,12,011,090302
2061,1364,735,629,368,286,3151,668,318,577,447,524,314,80,223,390,1062,849,342,282,745,12,011,090401
1511,975,490,485,541,205,2488,657,295,422,442,346,212,87,27,238,765,773,367,155,589,12,011,090403
2887,1463,771,692,713,759,3668,828,399,804,698,590,150,41,158,450,1205,1415,601,168,1225,12,011,090404
4176,1168,711,457,1005,942,4582,570,232,699,592,726,566,106,1091,308,1154,1250,1131,1126,1110,12,011,090502
1925,90,78,12,509,180,1956,276,119,199,223,303,125,90,621,86,327,334,598,622,476,12,011,090503
1433,912,525,387,322,450,2007,512,261,333,253,312,178,60,98,301,608,725,384,138,424,12,011,090504
1358,1164,654,510,400,437,2199,451,264,427,372,260,201,81,143,400,718,601,264,125,558,12,011,090601
3815,1646,798,848,446,783,4404,549,830,723,792,739,322,177,272,591,1983,1210,656,93,1366,12,011,090602
3661,2910,1682,1228,939,1019,5322,1026,556,732,737,978,505,114,674,484,1561,1694,864,680,1597,12,011,090700
2373,1301,730,571,224,730,2737,497,326,356,522,376,219,112,329,406,911,760,479,246,876,12,011,090801
2440,1378,960,418,374,572,3142,494,538,471,353,515,337,119,315,226,1057,1076,660,274,840,12,011,090802
3560,1186,791,395,720,691,4091,857,317,574,371,585,460,141,786,567,1059,1287,708,463,1396,12,011,090900
2647,1292,867,425,230,411,3065,686,197,453,415,413,378,181,342,349,822,979,514,322,882,12,011,091000
2460,3277,1703,1574,895,789,4930,1140,701,1540,745,493,142,56,113,1161,1955,1314,355,46,1070,12,011,091100
1493,2611,1510,1101,455,613,3485,847,277,859,508,529,226,40,199,663,964,1130,341,241,961,12,011,091201
2201,2777,1596,1181,346,699,3864,903,533,961,751,340,145,97,134,727,1165,1218,408,235,1297,12,011,091202
1686,1869,822,1047,320,614,2952,706,286,416,417,539,333,79,176,328,1232,788,343,65,1264,12,011,091300
2949,2333,1075,1258,624,816,4263,1026,513,968,745,517,220,90,184,1055,1463,1222,395,153,1514,12,011,091400
3007,1260,805,455,740,869,3441,598,466,844,524,616,246,24,123,771,1117,1245,216,230,1001,12,011,091500
2545,2055,1293,762,1326,547,5011,738,743,1187,717,788,392,84,362,552,1595,1654,864,581,798,12,011,091600
2196,952,572,380,532,457,2724,725,396,341,259,483,132,69,319,454,869,883,272,166,862,12,011,091701
2081,1250,654,596,714,441,3121,497,290,524,613,500,324,110,263,290,863,1221,621,216,902,12,011,091702
3511,296,239,57,373,356,3394,506,141,445,550,621,404,127,600,319,639,725,1029,420,531,12,071,001801
2101,79,63,16,73,206,1953,237,184,370,212,217,162,111,460,99,359,748,473,416,198,12,071,001802
2803,38,28,10,137,245,2656,288,222,378,250,384,311,149,674,65,492,731,921,627,210,12,071,001903
5702,1148,567,581,296,1109,5300,905,636,784,796,746,672,219,542,810,1649,1635,1322,410,889,12,071,001906
4882,426,336,90,554,380,4957,635,636,691,556,415,681,157,1186,151,933,1389,1120,1293,274,12,071,001907
837,12,12,0,34,96,770,103,100,199,87,106,43,50,82,63,271,274,173,85,54,12,071,001908
2141,35,0,35,117,166,2115,505,334,546,186,333,107,67,37,264,931,565,354,132,52,12,071,001910
869,10,10,0,61,93,838,92,101,133,111,102,42,31,226,55,208,217,239,208,25,12,071,001911
1628,31,15,16,64,113,1591,213,194,276,237,280,138,59,194,132,446,513,353,243,55,12,071,001912
1574,27,27,0,14,147,1458,242,150,260,289,126,172,46,173,93,617,355,252,256,23,12,071,001913
4610,347,311,36,28,484,4315,669,555,677,582,645,360,122,705,354,1910,1014,693,372,466,12,071,001914
2597,10,0,10,141,157,2591,246,431,445,227,276,262,161,543,51,346,645,870,788,118,12,071,001915
6847,925,464,461,245,1231,5978,1070,596,1462,756,999,573,85,437,574,2048,2382,837,499,1410,12,071,010102
7055,1917,1170,747,211,1154,6125,1343,619,1123,661,1002,686,208,483,577,2282,2296,686,316,1705,12,071,010103
1751,28,23,5,116,121,1765,305,193,216,258,168,117,100,408,64,277,530,588,415,38,12,071,010104
4421,438,276,162,346,772,3800,421,529,614,356,809,370,155,546,154,1144,1480,731,573,679,12,071,010105
8309,2270,1176,1094,418,1819,7161,1068,896,1722,1281,1269,432,149,344,987,3050,2501,965,319,1473,12,071,010201
4565,1470,785,685,111,916,4241,598,528,1127,751,602,302,53,280,672,1804,1120,485,172,977,12,071,010203
8023,968,709,259,306,1048,7459,1062,716,1576,1475,1293,589,222,526,525,2707,2764,1102,484,1100,12,071,010204
4312,1085,503,582,312,805,4066,906,685,853,463,466,340,106,247,479,1617,1344,410,193,1222,12,071,010302
4723,630,454,176,472,644,4573,416,545,1113,854,495,682,165,303,482,2201,1322,642,207,781,12,071,010303
7619,1558,784,774,451,996,7364,1920,812,1119,1289,744,661,214,605,803,2696,2118,1234,515,1174,12,071,010304
3112,392,177,215,42,535,2662,439,257,579,402,413,272,127,173,249,887,1120,373,163,527,12,071,010305
4030,1136,559,577,241,856,3849,665,676,738,540,594,332,52,252,598,1375,1295,376,201,1055,12,071,010306
4702,1920,680,1240,551,1355,4590,848,604,1145,801,462,334,88,308,799,1769,1656,629,442,503,12,071,010307
4706,1400,887,513,464,827,4846,863,590,1037,1095,404,378,160,319,449,1990,1455,744,352,831,12,071,010404
7039,1865,933,932,167,1576,6535,1209,877,1569,809,948,569,139,415,1080,2355,2562,795,249,1331,12,071,010405
5096,606,319,287,426,592,4944,620,633,690,766,476,517,339,903,296,1849,1460,851,640,467,12,071,010406
6744,698,393,305,674,849,6444,1052,858,1504,613,690,647,174,906,466,1912,1680,1444,452,869,12,071,010407
9004,712,536,176,153,1063,7039,972,868,1229,1028,1117,935,266,624,392,2093,2573,1489,695,1283,12,071,010409
8458,1598,957,641,373,897,8269,986,883,1088,1386,1132,1124,504,1166,379,2257,2842,1514,1107,1437,12,071,010410
3360,461,223,238,81,397,3116,508,352,721,408,491,244,100,292,177,1109,1129,314,294,693,12,071,010411
3832,593,232,361,67,763,3371,564,407,638,770,429,191,99,273,352,1539,1049,353,244,951,12,071,010412
2849,608,438,170,127,383,2883,583,349,434,446,470,291,75,235,324,849,996,383,157,663,12,071,010501
4108,353,170,183,427,356,4111,816,471,940,577,608,454,47,198,420,1293,1383,468,279,428,12,071,010502
3654,574,378,196,142,441,3611,782,367,736,495,531,309,187,204,434,1558,1057,413,142,598,12,071,010601
2010,239,176,63,135,299,1951,394,274,371,226,309,155,84,138,157,717,577,367,159,385,12,071,010602
3597,108,94,14,406,301,3555,518,456,657,401,531,263,172,557,168,1487,941,714,303,429,12,071,010701
2232,130,100,30,116,192,2145,472,191,450,257,331,128,137,179,133,871,690,315,170,202,12,071,010702
2187,142,132,10,67,286,1957,333,206,431,257,239,117,105,269,342,742,584,302,189,354,12,071,010801
2878,398,115,283,201,415,2748,614,405,633,295,385,146,35,235,384,1210,765,406,201,421,12,071,010802
1599,55,49,6,223,267,1462,246,107,188,256,182,161,62,260,136,469,468,315,211,203,12,071,010803
3773,167,121,46,129,414,3587,327,366,873,771,479,169,131,471,204,1673,1062,516,358,165,12,071,020101
4066,131,59,72,102,417,3613,510,556,904,611,546,293,21,172,257,1606,1241,397,354,394,12,071,020102
1416,37,21,16,17,145,1232,245,133,256,108,266,92,36,96,149,485,275,270,92,260,12,071,020201
2114,284,132,152,44,225,2005,493,179,279,202,335,150,109,258,234,785,581,234,58,871,12,071,020202
5085,191,130,61,0,876,3893,1039,597,859,689,311,172,99,127,803,2262,808,250,32,1593,12,071,020300
2977,2182,1031,1151,571,666,4454,1096,372,932,872,612,322,132,116,829,1292,1356,716,288,1182,12,011,091801
2170,754,534,220,496,638,2318,623,134,492,430,318,159,48,114,438,941,657,320,158,759,12,011,091802
2178,957,585,372,530,308,3023,430,313,562,417,308,322,153,518,372,667,1075,494,450,535,12,011,091901
2233,1303,636,667,844,793,3127,434,227,1054,278,567,278,66,223,261,1057,1280,538,227,771,12,011,091902
2051,983,506,477,589,333,2729,362,247,389,156,301,339,173,762,136,566,670,712,644,540,12,011,092000
3159,1873,1069,804,1876,613,5844,976,393,1104,1117,624,596,249,785,466,990,1815,1850,911,389,12,011,100101
1597,1112,510,602,695,268,2907,640,423,508,260,257,209,101,509,459,896,645,692,383,262,12,011,100103
909,875,414,461,953,348,2331,301,307,421,311,498,184,37,272,155,558,809,499,559,110,12,011,100104
1345,603,436,167,752,359,2315,486,183,360,252,264,213,49,508,99,679,674,657,457,138,12,011,100105
459,802,263,539,290,363,1053,257,234,341,58,110,32,7,14,356,390,222,122,52,189,12,011,100201
1543,1932,860,1072,1495,829,3768,646,539,964,591,449,292,77,210,795,1246,1006,497,583,446,12,011,100202
3155,2890,1196,1694,1001,1030,5071,975,715,1301,686,827,278,118,171,724,1785,1532,694,287,1516,12,011,100300
2891,1224,424,800,914,744,3509,933,432,846,584,471,169,47,27,747,1184,939,430,179,1713,12,011,100400
368,383,105,278,67,63,676,115,125,229,39,139,9,11,9,147,206,202,126,26,175,12,011,100501
920,1575,678,897,764,679,2283,543,339,593,389,254,65,39,61,572,879,827,243,160,366,12,011,100502
2673,2505,1569,936,320,954,3753,752,597,923,609,448,174,86,164,859,1301,966,447,120,1351,12,011,100600
4218,536,201,335,474,999,3474,859,609,678,444,474,210,106,94,805,1248,1135,289,222,2551,12,011,100700
1967,815,388,427,578,689,2164,670,291,351,393,256,118,6,79,407,760,720,220,48,953,12,011,100801
4419,2002,1169,833,1156,1186,4762,640,697,1225,970,731,384,100,15,1060,1684,1238,607,181,1945,12,011,100802
3461,2459,1355,1104,1066,950,5152,998,667,857,739,908,505,105,373,861,1634,1574,965,395,1503,12,011,110100
3645,2606,1453,1153,80,1140,4350,637,578,610,416,587,455,356,711,479,1112,1464,779,460,1758,12,011,110301
5099,2879,2383,496,710,1509,5947,1212,575,558,532,989,447,229,1405,264,1136,1850,1609,764,3063,12,011,110302
2118,1666,1105,561,343,690,2898,328,321,247,376,361,425,136,704,176,602,806,885,561,697,12,011,110303
2888,1914,1349,565,596,693,4108,623,468,599,461,528,568,190,671,223,1054,1477,906,551,1478,12,011,110307
3895,1959,1465,494,360,457,4794,907,424,675,845,683,454,256,550,378,1208,1466,1053,497,1759,12,011,110308
3094,2295,1182,1113,718,877,4667,647,497,701,647,809,669,126,571,519,1005,1568,1241,421,1677,12,011,110309
3841,2174,1575,599,585,714,5284,1052,460,887,663,775,1009,169,269,576,1233,2000,730,466,2202,12,011,110311
3162,3497,2106,1391,650,802,5485,1159,384,932,802,819,652,359,378,669,1423,1744,943,446,1745,12,011,110312
2557,2924,1550,1374,400,643,4112,784,326,828,699,642,421,159,253,417,1220,1503,677,195,1142,12,011,110313
3708,1108,792,316,524,756,3968,586,343,452,486,997,495,201,408,184,1111,1571,624,538,1402,12,011,110319
6456,1942,1084,858,2126,1860,6775,903,803,1416,926,1473,535,201,518,628,2255,2426,983,651,2853,12,011,110320
2024,3054,2276,778,432,1076,3691,682,292,318,445,383,398,148,1025,434,592,1391,791,669,1548,12,011,110321
3626,4919,3005,1914,1169,1655,6543,1053,464,866,954,1222,917,226,841,701,1192,2846,1545,919,2338,12,011,110322
4665,954,678,276,728,1429,3899,695,173,858,679,761,467,124,142,367,1472,1551,439,265,2198,12,011,110323
7183,6886,5166,1720,1821,3106,10144,1916,1178,753,990,1492,942,443,2430,410,2167,3498,2914,1361,3760,12,011,110324
7877,10818,8915,1903,3474,3945,14149,2689,850,1813,1872,2014,1158,973,2780,710,2162,4924,3752,3073,4677,12,011,110325
2115,1721,1142,579,748,827,3195,555,334,271,435,402,417,101,680,155,709,1041,707,524,1099,12,011,110326
2924,2685,1878,807,1038,1178,4520,713,370,526,360,564,539,305,1143,216,521,1531,1329,958,1236,12,011,110327
2680,1695,1239,456,552,754,3445,540,261,271,287,691,498,303,594,137,784,928,933,650,1207,12,011,110328
1401,1680,1341,339,416,557,2513,456,237,139,243,309,222,123,784,98,364,1005,722,374,801,12,011,110330
5155,3984,3143,841,1231,1411,7370,1349,546,848,898,782,1002,376,1569,479,1214,2261,2043,1004,2265,12,011,110331
2204,2094,1407,687,364,742,3159,481,138,267,420,373,417,243,820,184,476,1105,903,719,624,12,011,110332
2941,3041,2337,704,969,1016,4887,687,469,634,522,628,683,340,924,208,801,1688,1192,777,1728,12,011,110333
1537,950,490,460,45,277,2184,251,471,641,259,202,228,18,114,322,832,660,277,240,327,12,011,110334
3649,4601,1042,3559,403,1049,7604,2377,1277,1848,845,815,199,128,115,1134,3995,2312,779,346,1250,12,011,110335
166,13,13,0,0,20,155,15,14,62,26,16,4,8,10,20,65,33,43,0,87,12,057,010214
2980,159,126,33,50,336,2414,717,479,442,319,294,100,38,25,534,823,659,255,39,1290,12,057,010303
2845,440,312,128,126,507,2583,506,188,583,292,336,181,61,436,195,958,746,455,234,1425,12,057,010304
2880,358,249,109,185,406,2485,639,276,358,400,364,184,48,216,509,795,578,340,167,1402,12,057,010305
3769,557,425,132,584,599,3876,716,197,659,738,903,389,96,178,278,1009,1200,782,240,1937,12,057,010401
3426,948,576,372,568,550,3720,693,523,717,664,623,259,104,137,356,1264,1058,698,252,1605,12,057,010402
4356,679,467,212,364,786,3614,888,357,753,917,365,210,33,91,418,1298,1030,329,186,2500,12,057,010501
1911,272,148,124,184,312,1628,491,105,240,289,255,148,45,55,177,517,492,189,133,780,12,057,010502
2413,428,290,138,73,333,2100,450,141,291,384,328,150,115,241,192,514,659,429,300,841,12,057,010600
4288,806,477,329,481,726,3936,582,233,649,295,734,423,153,867,199,687,1156,1242,1006,1600,12,057,010701
2363,321,218,103,226,533,2181,527,154,353,248,340,160,127,272,146,526,447,518,349,1174,12,057,010702
2456,1891,831,1060,277,764,2983,844,540,840,391,191,129,37,11,901,1033,829,141,59,1209,12,057,010805
1165,876,356,520,156,266,1752,514,301,424,244,173,20,43,33,367,281,438,176,64,665,12,057,010808
1864,447,370,77,416,527,2033,575,341,356,247,154,157,23,180,91,295,454,344,315,1083,12,057,010809
1970,245,180,65,694,207,2395,324,187,263,390,422,380,138,291,129,227,627,571,401,795,12,057,010810
4782,483,444,39,1058,772,4751,706,512,1048,611,720,538,96,520,205,971,1417,1027,591,1851,12,057,010811
3666,617,595,22,732,747,3894,1291,533,834,408,518,180,15,115,50,281,648,374,430,1893,12,057,010812
3344,379,335,44,781,638,3692,1302,608,811,481,345,94,7,44,91,580,463,605,193,1890,12,057,010813
1251,391,96,295,493,154,1894,341,464,542,204,82,45,69,147,289,524,556,160,213,328,12,057,010814
955,493,306,187,63,201,1068,315,194,215,205,81,29,26,3,225,359,420,41,17,460,12,057,010815
2124,1237,779,458,415,675,2452,651,403,689,472,128,71,18,20,729,903,549,221,95,981,12,057,010816
1640,2358,1261,1097,163,605,2849,895,456,799,303,234,100,9,53,864,986,716,232,79,754,12,057,010817
2655,1968,596,1372,86,740,3328,853,601,1079,305,385,42,16,47,1322,1083,609,178,42,1228,12,057,010818
3983,727,682,45,484,3413,1781,1620,115,30,15,1,0,0,0,4,6,32,13,0,2939,12,057,010900
3243,687,445,242,334,331,3433,715,620,549,549,414,225,69,292,388,798,931,651,278,1101,12,057,011003
2290,402,352,50,117,312,2048,380,101,283,311,265,159,82,467,144,429,625,423,340,895,12,057,011005
4373,373,219,154,249,442,3775,590,452,525,458,644,371,173,562,193,975,1100,932,398,1787,12,057,011006
2889,254,230,24,128,298,2551,447,231,241,347,419,364,79,423,100,649,857,449,403,1049,12,057,011007
4314,846,730,116,1325,995,4493,510,437,448,551,817,437,50,1243,201,396,861,1591,1181,1436,12,057,011008
3463,742,714,28,691,747,3631,902,391,601,500,453,350,112,322,103,504,739,589,823,1720,12,057,011010
4454,688,498,190,1068,1002,4144,520,222,453,347,563,593,210,1236,203,433,1051,1308,1346,537,12,057,011012
2252,344,243,101,850,440,2442,293,164,263,252,327,512,71,560,93,338,608,931,533,464,12,057,011013
604,287,238,49,126,78,792,88,98,119,58,141,173,66,49,15,101,189,247,108,182,12,057,011014
4734,287,173,114,729,987,4226,831,332,795,530,621,318,229,570,94,620,1094,1125,855,1677,12,057,011015
2491,383,338,45,694,412,2588,446,143,294,321,420,290,62,612,105,208,709,694,620,834,12,057,011016
2907,236,172,64,299,513,2589,365,249,505,413,230,259,68,500,154,625,753,667,419,1288,12,057,011103
1097,508,402,106,164,121,1476,290,91,214,373,253,93,44,118,123,282,413,307,133,446,12,057,011106
5272,1110,818,292,570,591,5512,836,616,645,745,618,555,257,1240,316,1278,1388,1514,524,1673,12,057,011107
1047,308,92,216,63,103,1212,192,130,235,92,229,110,63,161,161,332,286,323,106,373,12,057,011108
2529,391,290,101,116,327,2359,377,183,294,302,300,320,89,494,137,476,794,663,322,1039,12,057,011109
2642,582,423,159,226,275,2735,402,221,406,434,409,231,114,518,85,704,801,633,460,1004,12,057,011203
3603,1340,361,979,263,694,3729,860,382,782,555,581,251,25,293,581,1155,1141,612,310,1288,12,057,011204
2015,496,386,110,67,256,1988,349,145,333,232,361,156,141,271,111,564,585,533,245,993,12,057,011205
1832,403,253,150,341,339,2066,521,292,365,321,304,152,29,82,372,707,704,193,81,891,12,057,011206
3544,2564,1392,1172,891,935,5211,589,349,1045,783,1197,621,154,473,264,1447,1753,1068,761,1373,12,011,110336
3239,1991,1550,441,849,821,4213,673,382,852,433,685,527,147,514,300,962,1678,618,474,1294,12,011,110337
1804,1442,878,564,212,489,2376,336,323,317,184,589,311,100,216,152,565,891,433,287,783,12,011,110338
1979,1475,826,649,161,405,3027,649,324,546,323,488,245,201,251,248,712,1108,699,302,749,12,011,110339
3605,2077,1187,890,868,896,5001,909,359,857,899,914,502,194,367,459,1680,1967,1017,400,1548,12,011,110340
2422,743,333,410,388,842,2401,357,335,414,165,461,278,41,350,184,741,837,583,180,1131,12,011,110341
6874,3608,1925,1683,1427,2153,8767,958,601,1764,1552,1323,1216,609,744,371,1310,4108,2534,757,3849,12,011,110342
3497,3257,2182,1075,1379,1360,5590,759,457,627,683,798,644,604,1018,271,1155,1816,1776,989,1798,12,011,110343
3428,528,281,247,967,777,3558,749,535,609,604,490,323,68,180,359,1367,1400,308,126,1367,12,011,110402
3310,1837,863,974,550,1138,3758,760,649,636,613,451,327,127,195,727,1078,1435,445,223,1301,12,011,110403
3774,1855,797,1058,1142,1299,4368,1058,662,734,993,366,319,92,144,786,1655,1449,381,117,1673,12,011,110404
2041,925,454,471,570,619,2397,592,348,464,383,272,217,50,71,557,942,773,177,144,599,12,011,110501
3017,1179,575,604,1150,764,3879,742,497,792,669,553,396,64,166,435,1252,1349,468,254,1579,12,011,110502
3375,1524,817,707,404,338,4564,709,557,956,486,776,436,250,394,612,1086,1350,944,278,1171,12,011,110600
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,011,980000
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,011,990000
2233,79,68,11,15,271,1711,347,212,327,317,338,78,38,54,213,587,571,178,74,1365,12,013,010100
3415,98,98,0,10,419,2635,509,334,581,461,407,109,91,143,417,1171,797,291,43,2026,12,013,010200
7231,572,174,398,188,2633,4432,1244,586,923,642,548,308,49,132,1770,2377,1386,389,112,4595,12,013,010300
3979,621,410,211,202,1620,2827,855,319,519,315,375,142,20,282,1188,1258,1090,351,165,1844,12,015,010100
3869,334,254,80,132,427,3623,783,511,954,500,320,54,265,236,559,1234,1274,185,241,867,12,015,010200
3075,152,34,118,146,277,2990,566,390,628,517,316,232,117,224,343,1046,1144,381,216,325,12,015,010301
2741,304,68,236,227,271,2903,1004,341,481,384,346,174,9,164,342,961,689,337,163,1004,12,015,010302
2907,22,12,10,71,270,2713,447,303,396,286,282,255,145,599,81,746,711,818,535,172,12,015,010401
2201,21,21,0,127,247,2075,199,177,334,276,353,233,107,396,57,607,695,406,411,162,12,015,010402
1743,66,51,15,111,91,1786,176,209,424,237,162,250,67,261,48,407,517,552,318,73,12,015,010403
4404,146,89,57,140,314,4280,479,366,492,596,623,603,209,912,183,730,1549,1280,687,177,12,015,010404
4331,471,471,0,101,793,3468,823,496,648,385,433,288,226,169,492,1386,1293,356,126,1141,12,015,010501
6684,222,150,72,104,746,5833,1079,783,1126,859,775,414,170,627,719,1995,2118,771,494,1248,12,015,010502
6012,552,296,256,369,703,5461,938,839,1208,793,717,494,177,295,665,1880,1779,717,453,720,12,015,020101
5014,318,298,20,329,612,4347,772,519,804,779,418,581,98,376,401,1515,1710,509,319,445,12,015,020103
2264,28,19,9,57,88,2153,283,194,528,379,217,241,158,153,240,722,696,375,178,169,12,015,020104
6305,597,364,233,569,661,5946,1187,831,1273,867,559,562,184,483,515,2123,1898,751,510,768,12,015,020201
5820,298,244,54,267,617,5200,1065,456,1158,1136,649,406,135,195,485,2081,2223,552,150,629,12,015,020202
4750,299,223,76,221,352,4608,981,508,1092,689,553,360,144,281,530,1344,1385,702,577,805,12,015,020301
3438,374,274,100,248,508,3178,674,451,682,500,419,195,52,205,421,1145,1004,357,137,598,12,015,020302
4157,250,177,73,344,480,3757,730,456,811,769,513,269,92,117,464,1400,1389,319,154,675,12,015,020303
